Date,Open,High,Low,Close,Volume
2018-01-22,175.29,175.76,174.59,174.99,27373878
2018-01-23,175.29,177.4,174.81,175.03,32914437
2018-01-24,175.24,175.29,171.24,172.24,51968635
2018-01-25,172.52,172.96,168.6,169.18,41924306
2018-01-26,170.04,170.04,168.13,169.56,39540302
2018-01-29,168.23,168.23,165.17,166.06,51149367
2018-01-30,163.65,165.47,162.83,165.07,46228935
2018-01-31,164.97,166.54,164.6,165.53,32644266
2018-02-01,165.27,166.71,164.86,165.88,46451290
2018-02-02,164.11,164.9,158.28,158.68,86969022
2018-02-05,157.29,162,154.23,154.71,73074216
2018-02-06,153.07,161.86,152.25,161.18,69027547
2018-02-07,161.23,161.54,157.26,157.69,52074259
2018-02-08,158.47,159.17,153.29,153.39,54804706
2018-02-09,155.92,156.73,149.14,155.27,71121033
2018-02-12,157.34,162.69,156.35,161.51,61229005
2018-02-13,160.77,163.55,160.47,163.14,32724179
2018-02-14,161.85,166.32,161.71,166.15,40782354
2018-02-15,168.55,171.83,167.76,171.73,51291860
2018-02-16,171.1,173.54,170.51,171.17,40416980
2018-02-20,170.79,172.98,170.16,170.59,34144633
2018-02-21,171.57,172.84,169.75,169.81,37661495
2018-02-22,170.54,172.67,170.45,171.24,31183479
2018-02-23,172.4,174.37,172.27,174.22,34033688
2018-02-26,175.06,178.08,174.92,177.66,38140219
2018-02-27,177.79,179.16,176.86,177.08,39215287
2018-02-28,177.95,179.29,176.75,176.82,38060846
2018-03-01,177.23,178.45,171.4,173.72,49161969
2018-03-02,171.54,175.01,171.19,174.92,38737614
2018-03-05,173.93,176.44,173.24,175.52,28610875
2018-03-06,176.61,176.95,174.84,175.37,23963987
2018-03-07,173.66,174.56,172.99,173.75,31937330
2018-03-08,174.2,175.82,173.79,175.64,23949482
2018-03-09,176.66,178.68,176.09,178.66,32422582
2018-03-12,178.97,181.06,178.89,180.39,32444664
2018-03-13,181.25,182.16,177.93,178.65,31927324
2018-03-14,179,179.2,176.51,177.13,29584999
2018-03-15,177.19,178.92,176.77,177.34,22911573
2018-03-16,177.34,177.81,176.32,176.72,39695366
2018-03-19,176.02,176.17,172.39,174.02,33693498
2018-03-20,173.96,175.5,173.66,173.96,19794298
2018-03-21,173.76,173.81,170,170.01,37328279
2018-03-22,168.76,171.42,167.36,167.61,41796833
2018-03-23,167.15,168.68,163.74,163.74,41331441
2018-03-26,166.83,171.84,165.22,171.51,37818167
2018-03-27,172.41,173.87,165.7,167.1,41224453
2018-03-28,166.03,168.78,163.98,165.26,41975922
2018-03-29,166.58,170.49,165.68,166.56,38681760
2018-04-02,166.66,167.7,163.27,165.46,37864058
2018-04-03,166.42,167.51,163.68,167.15,30501398
2018-04-04,163.68,170.75,163.57,170.35,34860764
2018-04-05,171.32,172.95,170.82,171.54,27131875
2018-04-06,169.71,171.22,166.96,167.14,35263514
2018-04-09,168.64,171.83,168.6,168.81,29231773
2018-04-10,171.74,172.72,170.27,171.98,28786249
2018-04-11,170.97,172.64,170.44,171.18,22597112
2018-04-12,172.14,173.72,171.78,172.86,23058133
2018-04-13,173.5,174.55,172.57,173.45,25309590
2018-04-16,173.75,174.9,173.55,174.53,21737598
2018-04-17,175.2,177.63,175.12,176.94,26801702
2018-04-18,176.51,177.51,175.58,176.54,20907639
2018-04-19,173.67,174.11,171.4,171.54,35065575
2018-04-20,169.35,169.96,164.21,164.5,65974250
2018-04-23,165.61,165.7,162.89,164.03,36784842
2018-04-24,164.45,165.11,160.04,161.74,33940553
2018-04-25,161.43,164.2,161.22,162.45,28591450
2018-04-26,162.92,164.51,162.17,163.02,28169289
2018-04-27,162.8,163.13,159.45,161.13,35918862
2018-04-30,160.95,166.04,160.66,164.05,42740399
2018-05-01,165.19,167.96,164.06,167.86,53964542
2018-05-02,173.94,176.45,172.52,175.28,67030213
2018-05-03,174.59,176.2,173.16,175.59,34319492
2018-05-04,176.95,182.9,176.87,182.48,56615898
2018-05-07,183.83,186.3,183.4,183.81,42764575
2018-05-08,183.64,184.85,182.32,184.69,28612296
2018-05-09,185.18,186.03,183.87,185.99,23382464
2018-05-10,186.37,188.98,186.28,188.65,28195758
2018-05-11,188.83,189.4,186.79,187.93,26304150
2018-05-14,188.35,188.87,187.2,187.49,20851645
2018-05-15,186.13,186.42,184.45,185.79,23778260
2018-05-16,185.42,187.8,185.35,187.52,19250341
2018-05-17,187.34,188.25,185.71,186.34,17354681
2018-05-18,186.54,187.15,185.48,185.66,18361900
2018-05-21,187.34,188.61,186.26,186.97,18465320
2018-05-22,187.72,188.22,186.13,186.51,15294154
2018-05-23,185.7,187.84,185.11,187.7,20128762
2018-05-24,188.11,188.18,185.56,187.49,23315459
2018-05-25,187.57,188.99,186.99,187.92,17522200
2018-05-29,186.94,188.09,186.22,187.24,22593034
2018-05-30,187.06,187.34,186.13,186.84,18756096
2018-05-31,186.57,187.57,185.49,186.22,27579178
2018-06-01,187.33,189.6,187.09,189.58,23524725
2018-06-04,190.97,192.74,190.68,191.16,26358292
2018-06-05,192.39,193.26,191.69,192.63,21641597
2018-06-06,192.95,193.4,191.25,193.3,21007035
2018-06-07,193.46,193.52,191.66,192.78,21422046
2018-06-08,190.5,191.33,189.11,191.03,26750287
2018-06-11,190.68,191.3,189.55,190.56,18372669
2018-06-12,190.72,191.94,190.48,191.61,16970450
2018-06-13,191.75,192.21,189.77,190.03,21714281
2018-06-14,190.88,190.9,189.56,190.13,21685862
2018-06-15,189.37,189.5,187.6,188.18,61935614
2018-06-18,187.22,188.56,186.55,188.08,18549693
2018-06-19,184.49,185.68,182.81,185.04,33696218
2018-06-20,185.7,186.55,185.08,185.85,20701048
2018-06-21,186.6,187.69,184.29,184.81,25802072
2018-06-22,185.47,185.5,184.05,184.27,27295841
2018-06-25,182.76,184.27,180.1,181.53,31774141
2018-06-26,182.35,185.88,181.9,183.79,24655367
2018-06-27,184.58,186.63,183.39,183.52,25374006
2018-06-28,183.46,185.56,183.16,184.85,17426136
2018-06-29,185.64,186.54,182.27,184.46,22817409
2018-07-02,183.18,186.65,182.78,186.53,17793528
2018-07-03,187.13,187.29,182.9,183.28,14003747
2018-07-05,184.61,185.76,183.64,184.75,16662481
2018-07-06,184.77,187.78,184.55,187.31,17546567
2018-07-09,188.84,190.01,188.64,189.91,19825922
2018-07-10,190.04,190.61,189.52,189.68,15995049
2018-07-11,187.84,189.12,186.95,187.22,18897514
2018-07-12,188.87,190.74,188.65,190.36,18104403
2018-07-13,190.41,191.17,190.23,190.66,12563700
2018-07-16,190.85,191.98,189.75,190.24,15095867
2018-07-17,189.09,191.2,188.54,190.78,15589004
2018-07-18,191.11,191.13,189.27,189.73,16450874
2018-07-19,189.03,191.88,189.03,191.21,20357899
2018-07-20,191.11,191.76,189.51,190.77,20778660
2018-07-23,190.01,191.29,188.9,190.94,16045441
2018-07-24,191.78,192.98,191.38,192.33,18763473
2018-07-25,192.39,194.17,191.76,194.14,16885495
2018-07-26,193.93,195.28,192.93,193.53,19142865
2018-07-27,194.31,194.51,189.44,190.31,24108226
2018-07-30,191.23,191.53,188.41,189.25,21103287
2018-07-31,189.63,191.47,188.68,189.62,39511123
2018-08-01,198.43,201.05,196.62,200.8,68173972
2018-08-02,199.88,207.65,199.65,206.67,62622868
2018-08-03,206.31,208.01,204.76,207.26,33564699
2018-08-06,207.27,208.52,206.35,208.34,25514556
2018-08-07,208.59,208.77,206.04,206.39,25677124
2018-08-08,205.33,207.08,203.81,206.53,22604486
2018-08-09,206.56,209.05,206.48,208.15,23575017
2018-08-10,207.36,209.1,206.67,207.53,24611202
2018-08-13,207.7,210.952,207.7,208.87,25890880
2018-08-14,210.155,210.56,208.26,209.75,20748010
2018-08-15,209.22,210.74,208.33,210.24,28807564
2018-08-16,211.75,213.812,211.47,213.32,28500367
2018-08-17,213.44,217.95,213.16,217.58,35426997
2018-08-20,218.1,219.18,215.11,215.46,30287695
2018-08-21,216.8,217.19,214.025,215.04,26159755
2018-08-22,214.1,216.36,213.84,215.05,19018131
2018-08-23,214.65,217.05,214.6,215.49,18883224
2018-08-24,216.6,216.9,215.11,216.16,18476356
2018-08-27,217.15,218.74,216.33,217.94,20525117
2018-08-28,219.01,220.54,218.92,219.7,22776766
2018-08-29,220.15,223.49,219.41,222.98,27254804
2018-08-30,223.25,228.26,222.4,225.03,48793824
2018-08-31,226.51,228.87,226,227.63,43340134
2018-09-04,228.41,229.18,226.63,228.36,27390132
2018-09-05,228.99,229.67,225.1,226.87,33332960
2018-09-06,226.23,227.35,221.3,223.1,34289976
2018-09-07,221.85,225.37,220.71,221.3,37619810
2018-09-10,220.95,221.85,216.47,218.33,39516453
2018-09-11,218.01,224.299,216.56,223.85,35749049
2018-09-12,224.94,225,219.84,221.07,49278740
2018-09-13,223.52,228.35,222.57,226.41,41706377
2018-09-14,225.75,226.84,222.522,223.84,31999289
2018-09-17,222.15,222.95,217.27,217.88,37195133
2018-09-18,217.79,221.85,217.12,218.24,31571712
2018-09-19,218.5,219.62,215.3,218.37,27123833
2018-09-20,220.24,222.28,219.15,220.03,26608794
2018-09-21,220.78,221.36,217.29,217.66,96246748
2018-09-24,216.82,221.26,216.63,220.79,27693358
2018-09-25,219.75,222.82,219.7,222.19,24554379
2018-09-26,221,223.75,219.76,220.42,23984706
2018-09-27,223.82,226.44,223.54,224.95,30181227
2018-09-28,224.79,225.84,224.02,225.74,22929364
2018-10-01,227.95,229.42,226.35,227.26,23600802
2018-10-02,227.25,230,226.63,229.28,24788170
2018-10-03,230.05,233.47,229.78,232.07,28654799
2018-10-04,230.78,232.35,226.73,227.99,32042000
2018-10-05,227.96,228.41,220.58,224.29,33580463
2018-10-08,222.21,224.8,220.2,223.77,29663923
2018-10-09,223.64,227.27,222.246,226.87,26891029
2018-10-10,225.46,226.35,216.05,216.36,41990554
2018-10-11,214.52,219.5,212.32,214.45,53124392
2018-10-12,220.42,222.88,216.84,222.11,40337851
2018-10-15,221.16,221.83,217.27,217.36,30791007
2018-10-16,218.93,222.99,216.763,222.15,29183963
2018-10-17,222.3,222.64,219.34,221.19,22885397
2018-10-18,217.86,219.74,213,216.02,32581315
2018-10-19,218.06,221.26,217.43,219.31,33078726
2018-10-22,219.79,223.36,218.94,220.65,28792082
2018-10-23,215.83,223.25,214.7,222.73,38767846
2018-10-24,222.6,224.23,214.54,215.09,40925163
2018-10-25,217.71,221.38,216.75,219.8,29855768
2018-10-26,215.9,220.19,212.67,216.3,47258375
2018-10-29,219.19,219.69,206.09,212.24,45935520
2018-10-30,211.15,215.18,209.27,213.3,36659990
2018-10-31,216.88,220.45,216.62,218.86,38358933
2018-11-01,219.05,222.36,216.81,222.22,58323180
2018-11-02,209.55,213.65,205.43,207.48,91328654
2018-11-05,204.3,204.39,198.17,201.59,66163669
2018-11-06,201.92,204.72,201.69,203.77,31882881
2018-11-07,205.97,210.06,204.13,209.95,33424434
2018-11-08,209.98,210.12,206.75,208.49,25362636
2018-11-09,205.55,206.01,202.25,204.47,34365750
